"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Kiribati","KIR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","5767362.83567575","5348817.63774485","5606571.13227179","5490815.31710218","5030811.89032887","5428651.06316151","5992585.27853138","6817354.7845887","6609319.73000919","5887204.04769282","6348264.77201123","6311025.95465178","9295866.94911477","7677877.1942694","7652166.71683085","7899413.66787234","8806044.59300595","8756395.81948889","9601611.02523956","12178633.6858947","13054678.8153143","14468115.5718399","13988003.8726494","13855617.529583","13111650.6336699","11533455.2814638","12005057.6473316","14833592.1793646","14712117.4877156","13680695.9615651","13302766.5038068","14249172.1977039","15693085.7426811","19444644.3236252","22936372.8054377","22899698.6839969","28210518.8523015","28199865.2649393","25642661.1749911","23739687.7769678","22486609.7634979","21950643.664457","25238650.7815784","25970491.8506442","29711254.0482755","","",
"St. Kitts and Nevis","KNA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","50472476.0346037","47098484.1399735","51780343.1792794","59189894.0067025","56599604.6034344","64060045.2030239","65118552.4640844","62833601.6938145","65581649.3907983","69830945.3666901","77846084.482893","95179140.8827579","99291034.4738004","103341860.338243","96258004.0526849","97911921.6480918","103591220.221858","106695496.324007","117916691.086691","123738481.022524","134552557.607877","139926517.548645","153605688.306965","224500229.911932","262224818.01886","256194380.017146","212556400.384485","203095991.738758","216922742.83636","204994180.240563","203910228.09342","212469887.771803","212337574.36417","195503237.731536","175101528.070039","159946553.918894","186312544.87829","206225712.726989","217655555.555556","224780123.658847","236729042.16351","219899794.508092","230942875.068194","193462557.867664","211141664.71826","211620028.576624","203742291.845271","206246068.635856","",
"Korea, Rep.","KOR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","2389772767.39963","2540840347.79574","2960643715.21253","3401827551.84552","3745016482.95433","4541534083.53931","5349897751.1723","6526254392.08868","8021273523.34621","9669848698.55383","11007006924.9182","12441102418.1311","13828597269.8009","17718236004.4307","20413951025.325","22798095296.9324","26988964458.1385","31744535009.477","39789136562.7491","43184216573.5515","42658371157.3125","45206777283.2659","48197710703.2652","57152879615.334","67065270572.3489","72384448042.0833","83134421690.0938","97700624368.7988","109637638013.225","116207498903.019","132044251378.05","149726419235.048","156355331353.004","168646081317.369","185910669878.689","206512965430.997","223760671432.509","235214686714.683","216716672563.785","246371968212.075","275898352165.645","285581771086.317","309170252317.659","325870977421.773","353120505046.06","368349223475.641","391425809323.425","417691553450.615","427519521120.753","423765015596.876","469552308837.302","486559658943.555","493939075834.807","510687662455.374","526846740242.078","540467172582.403","557010775812.822","582983017971.603","596133304133.563","598014238293.922","590066183592.925","619595755030.388","633504031999.998","640094927951.626","658802108237.017","",
"Kuwait","KWT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52157727068.3637","60263236136.157","66395387200.0814","65526432269.0541","65210677928.6185","64094399571.8825","66332025303.8773","62291935917.654","63717304594.1471","63645673651.1537","60221057004.6302","62178592195.7019","67081022134.7172","63677412117.6636","60360199045.1563","",
"Latin America & Caribbean (excluding high income)","LAC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","229082505557.994","244675294365.821","257769745811.102","281090871166.387","306344966518.456","328948215870.778","349554697214.795","381551688240.935","420312702580.103","448786854930.804","463316709928.257","493517900666.665","512503905820.63","537280912952.56","578002227068.32","611412963173.245","607247688677.118","601524400158.637","569685855022.388","595219298165.893","615593085362.523","637698945763.674","653316173623.865","649606424284.965","659139531618.785","649997351964.615","664217821462.16","669750186425.338","693353961004.76","731980362942.944","715497234950.771","750454207034.457","798097192132.66","816328546105.026","806419678759.783","836560230895.64","824110092852.098","823901637370.356","843797093842.628","897288241026.296","926090305937.802","970456414599.145","1010032856511.48","1034553770049.73","979897211986.67","1046994540793.02","1092507146626.49","1106559916176.01","1126478948553.95","1132589935169.17","1126425151726.49","1109774405716.58","1116735551524.73","1119878633517.96","1105506838508.47","1020599260518.19","1101887800104.39","1139598205088.02","1157680476395.4","1160754282382.06","",
"Lao PDR","LAO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720219977.103652","793148600.176599","873332568.371247","1033408545.12312","1111903958.21047","1252824950.92723","1473123130.63026","1587606295.09681","1792292775.75475","2054920436.38706","2453063583.42864","2859792825.12138","3230261742.12713","3479081344.41633","3733392306.24599","3995147111.00828","4474481783.78511","4993842366.10135","5383850923.68656","5685509607.77626","5910803148.63341","6360372313.01564","6572525935.8346","6743985342.20137","6995572713.01122","",
"Lebanon","LBN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2926599924.88766","3293471468.55618","3616360953.90858","3905704625.52934","4090668696.51102","4568248593.84096","4608523272.35137","4757946096.04071","4463205304.60818","4427245824.43364","4505363815.42621","4694022311.00706","4853417893.73322","5154896650.14436","5416226288.54429","5405578504.93927","6359184649.05466","6945614758.07479","7270046559.63668","7718222508.61495","7886495333.52504","8024604908.00733","8498035624.96322","8266630876.67917","7841494699.17081","8019773056.50937","7780977460.49537","7475176704.10581","6211540971.09041","5810793094.67552","5412478406.14193","5382151800.46801","5387693258.08431","","",
"Liberia","LBR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108849388.248499","82783516.6831438","68489391.8268171","61496485.5413493","120399700.57041","129466973.057362","149727454.953163","171848791.927653","203980269.84347","339128084.415422","334283355.79381","406953656.766432","439103006.897734","535865863.99297","562647889.952056","542950500","479346722.16353","518633029.269859","544270815.735052","549462145.609677","550705024.673224","624011043.844296","665903443.206931","757978001.503945","786923952.227865","",
"Libya","LBY","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47297646569.8244","48913325717.7808","47424223927.1805","43313493408.7581","44077450053.32","15276817169.3681","40077549983.5449","28901968872.9365","17116333993.1758","16967803592.5022","15980287158.7133","27093204835.5483","32388010259.9948","29466676639.5958","19015684438.633","27572744520.1675","22885399256.3802","26958985596.0248","25476228883.3454","",
"St. Lucia","LCA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","30751485.9974075","38568488.1428102","43002651.9123299","46717720.6243306","50342012.8720069","46460167.0530849","43380189.4120996","51335728.231739","62498007.9750552","71066838.7604582","76168508.7000416","88992508.3273436","104847682.714388","98478784.9285287","105206405.805352","119485103.846913","118621253.726127","120563640.754597","127630751.942159","122533062.683576","121004306.013749","134435331.44527","146426847.950809","140713363.736209","126720975.06268","123308063.164807","132658809.141068","157775498.408525","135739991.590404","172889889.740088","157704997.757669","193341484.348389","188332536.155463","185672222.324612","188723148.84781","189399926.142992","182469292.344742","183468172.202871","196370370.37037","198549086.582666","206239737.664276","198509276.153538","201053524.48783","204980280.451852","224302815.098775","228215094.543114","256581834.86201","271007686.726148","",
"Latin America & Caribbean","LCN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","320920436911.033","342967405648.554","360731585509.569","392205304773.187","426044348118.202","456041377550.028","485716081111.901","526697854160.554","575085789433.333","613693907216.408","626702834882.559","667048006860.721","693035620658.136","727344967749.458","782632654623.304","828412365897.226","824691026600.15","811800848727.735","770079294154.942","805007338242.595","831313069013.234","862246020783.049","884671219203.42","882816363304.063","898001556578.271","887179802033.221","909099143265.901","921496698444.589","955351911723.739","1007806262198.35","991078643870.617","1040539888522.71","1106390201220.6","1132184500718.68","1119240920090.24","1159850479171.5","1144383993202.56","1144033428277.95","1173421597952.79","1245195394112.71","1286064058484.59","1348019024327.38","1401929704132.44","1433597855316.09","1362984100051.89","1451199390493.12","1511736929158.85","1536676116843.15","1567190999705.36","1578143531795.57","1573295767360.02","1553580391622.67","1562826894431.44","1572122371583.55","1553234648688.9","1435390477576.56","1547920273509.55","1603438188779.64","1635984645274.26","1653557068890.15","",
"Least developed countries: UN classification","LDC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69137307686.2984","74731355481.8206","83371281113.036","86859030710.5886","85871393802.2877","94727919333.0558","106030690779.897","109310650753.854","116894374561.609","123924642080.367","135231935289.327","151118214248.073","165280387442.328","180030508295.891","189747910693.579","198595702960.033","213804963284.835","221162360394.565","221609367897.527","235309226576.883","248754077505.886","252236662676.334","263742630412.572","280666432612.228","299266799797.586","318866526845.65","317860195446.355","329902621613.796","350089763335.19","366862794374.951","383174902705.162","",
"Low income","LIC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54477333022.5477","49627575326.6264","43944134912.143","41153160483.8359","40951778811.2965","44784191919.2668","52903573049.8246","54415197797.6867","50245680366.9454","58569732121.9664","69005418699.192","68765209760.7814","71920247013.6928","75051312957.6752","81619204333.1799","90604475376.1893","95975760881.7029","102128962110.896","104593847918.187","108882132502.095","116911373956.87","114205532532.265","96552359579.8582","94553609007.4185","101915376471.563","92883140391.7891","86607920752.085","90690869416.8012","96545361596.3618","100170320410.545","101536092061.357","104058463761.788","108282019421.717","113339465996.822","118183700446.32","",
"Liechtenstein","LIE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2335665396.55292","","","","","","","","","","",
"Sri Lanka","LKA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","1420410221.03208","1430155869.83351","1517094462.32992","1570441761.55175","1652142924.34928","1661526492.272","1797245741.45686","1957741803.10845","2264681294.70732","2497737540.43796","2729954941.53203","2733830601.03661","2696204005.87103","2854045769.66094","2744399707.28154","2783565025.93912","3003705852.74803","2885390045.83448","3319882252.61609","3655968290.63471","3828512075.47688","3917945563.68345","4011004668.81031","4074546731.7674","4353486025.80532","4569472299.51171","4847608572.23375","5146349312.90951","5365170203.48398","5543402456.44168","5972146088.87038","6198598086.2882","6604611889.4221","7222685816.27197","7788609043.41435","8328330695.31595","8764241411.86422","9412532020.46072","9948474183.9307","10424807645.6959","11178257975.0107","10926585339.9429","11017836446.1589","11531931140.8175","12155962813.5411","13126777055.2138","14192270870.6706","15271805536.8544","16175613184.6745","16856931046.7028","18280370389.0527","20358492481.0467","21967281820.765","22620572019.2951","24859808966.5811","25131775985.5444","26998421109.9464","30497867371.1422","30171646751.7828","28937707864.2028","27399048286.0887","28968364061.4938","24338879284.4675","22090752886.7186","24518629892.8154","",
"Lower middle income","LMC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","99910139121.0691","107482509436.439","117601292160.209","127179469690.869","135144391271.036","140399377139.192","145630786028.009","153066889187.5","162035651028.441","167658799980.483","173783008203.001","180084389583.471","190653350561.828","199266075263.357","211085493738.823","229691647890.256","246519014535.603","261551860248.613","271264837144.492","285825602237.921","307856176530.65","306881423270.684","303379873988.807","310094382871.646","317875348881.681","329825913128.532","345876890922.65","369344867813.048","385829733363.321","414053819642.663","417849910645.881","430833686373.49","436417883607.596","453410683978.803","480302216045.961","508061306466.117","531249887732.14","549647618712.987","569748513789.457","601579794297.457","626107396214.654","654548072729.505","695839461461.881","747925114272.146","801514166603.548","871156834141.485","928654482940.462","971698320773.18","1019566159102.31","1084311129450.84","1133289191439.99","1180988075152.5","1230602212593.21","1301437833509.76","1383823938196.48","1459732584354.21","1543183518541.15","1629067943250.31","1664435319797.28","1611491498947.58","1725138196723.69","1800165157807.24","1907247405078.26","1994391172073.22","",
"Low & middle income","LMY","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","454234507859.436","459248914339.857","483327061478.474","511868963481.073","559019820445.635","602390812123.805","648095486642.678","674227983670.627","728260908433.521","808715607003.488","883953227960.108","950025824786.378","1026773876485.17","1124377526606","1179707544522.55","1211082308619.57","1307878318793.43","1350804833496.9","1382637628941.67","1438407909400.98","1474363642926.21","1499679431977.9","1534660690945.94","1523850175100.36","1594242587246.54","1663697070720.55","1735684569647.55","1827263045994.38","1899979036520.38","1959000061205.31","2046524124443.8","2098197683980.95","2182954428181.8","2300092577221.67","2448420143525.44","2577826400302.11","2774013734939.17","2962127716373.39","3042313286164.86","3149781016337","3359091971377.51","3463432497037.3","3645928597943.24","3909156465111.05","4246109381494.93","4577411881528.08","4996618242641.76","5457316700255.98","5772544164251.24","5986961421752.37","6547107781474.46","6998600877722.32","7379712211925.21","7768930950709.21","8164824986623.77","8510823703554.13","8913050709052.63","9356645812105.71","9769280613363.6","10046706128369.2","9979540625525.54","10746220430054.8","11044403642565.4","11506615962024.8","12003372269828.6","",
"Lesotho","LSO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","33831626.9003599","37828153.3722738","37953089.5058461","46837967.3976525","53410783.3211249","52745267.4967653","61269777.9920787","68402332.9584771","64854121.0285817","68801905.5367342","76756639.7762849","70385540.3751789","100180663.528566","85986243.0263458","96531879.2979666","100220497.823385","102808883.403234","109228353.019478","142512365.60125","172109618.400722","202951971.724769","300721716.747176","335153274.43588","348774101.109934","380880299.667999","425517543.810081","457431719.906042","447365253.312197","454952199.480807","480813264.229066","549813926.597202","581352407.814958","618471893.926489","665146134.6515","665919400.384604","681282855.923804","725228232.983323","754508255.524662","819615008.339017","769056466.332342","825997231.602783","852118434.599407","896549987.368455","803295815.68463","766138454.107566","796124455.881139","811845490.702155","785375373.02625","813703204.36235","759929894.64311","669704730.74425","723906595.136362","730023032.432289","669319098.739377","687155740.679187","",
"Late-demographic dividend","LTE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","279460601771.576","253635724969.91","263763934870.586","274996797449.857","300880432192.891","316765874320.441","355648873459.855","351968766055.511","373796970755.714","424419622655.246","496078996336.23","549331994010.317","600827548168.434","664922823251.862","702638022131.516","735084820769.35","790570286586.054","836462392113.872","908515778288.032","982255127213.023","1063140537148.41","1017520996603.71","1026814893820.83","1038987982407.16","1130488139675.55","1240676909685.38","1359455142160.33","1445669921913","1531270413962.93","1580983455281.22","1569161311868.19","1585593419389.07","1535833668723.47","1600861617296.09","1664951344183.97","1779500880042.44","1884177590126.02","1999764309809.12","2055354796763.19","2162240076178.05","2334519117593.69","2459570779803.71","2620371454698.17","2851633139330.52","3122416155504.44","3380223247344.37","3718586672482.84","4110559668762.52","4394473596517.36","4577278297433.1","5042129013004.89","5472924036671.23","5806940534653.74","6134649181110.97","6462557245428.49","6789577936153.13","7096330363090.68","7407339922985.17","7781456430617.8","8055177805570.92","8115762917200.4","8715742579494.63","8948861462575.87","9231023201527.05","9657978319267.03","",
"Lithuania","LTU","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4110405117.33285","4312083962.5591","4613348671.54604","5251343646.80294","5004271824.03926","5055102385.66975","5676497412.30453","6077229915.4445","7152081375.33285","7948301325.43851","8721356231.2604","9896934894.4501","11061446925.225","11250244482.6252","8349895417.60731","8612813032.67036","9630145447.20811","9857549638.93097","10347092824.5205","10988375666.059","11200977545.5285","11243979347.5884","11847822422.9087","12454353443.2609","13091359186.6699","13252978396.8162","14202547366.0815","14624398373.6393","14459126451.4868","14925173785.1531","",
"Luxembourg","LUX","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4506992188.74979","4533200676.33845","4825768637.45718","5015699682.06456","5399877879.7005","5614204099.63233","5533237833.98816","5778151422.32535","6240454928.47906","6310336804.02354","6286004401.09461","6320525168.80005","7242540288.6472","6368980395.8535","5675571203.46157","5846666479.58022","5567421453.18216","5714355431.77258","6062681479.44321","6340811789.59175","6932034609.2789","7358800839.90292","6833249082.97027","6966726482.38504","7684927733.63439","7407146721.4932","7283858699.31293","5928116700.14471","6137655006.23096","7056524419.09603","",
"Latvia","LVA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2996071321.16057","3099477843.72693","3512152741.53269","3754932075.28482","3745201779.72024","3856531627.27372","4040273091.0814","4490457629.07763","4783975752.33766","5155319518.01317","5520152484.4224","6335539842.35924","6734890176.5057","6449633754.86789","4917850926.85639","4592137840.61327","4817721936.11587","5104844347.51167","5072569708.63486","4955174656.62816","5211865794.88593","5200521324.73366","5590385309.26177","5768755043.98754","5766798558.15273","5845388498.95617","6068711176.19118","5578382775.2465","5461775629.29998","5306772571.80191","",
"Macao SAR, China","MAC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2382720281.28379","1950013573.7067","1876345443.85233","2011065100.77033","2224691985.31172","2289592645.43016","3035148334.07237","3466892758.38577","2875943914.11134","2317285019.35219","2123331481.53532","2228434198.00389","2017694163.25359","2117450861.59049","1994492444.56216","2129639782.93069","","",
"St. Martin (French part)","MAF","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","4939825173.13171","5129775487.91389","5530093018.18905","5717197275.78144","6172730599.91043","6525152157.45228","6895454556.87553","7342506867.99473","8258775725.36609","9046884246.39408","9753826364.57679","9625417811.72776","10263556693.2373","10060183225.2343","10358048623.0907","10429360019.1054","10541081731.0528","10915167025.6238","11261951379.9075","11232546182.9625","11320093278.7259","12424762157.7126","12099915036.6632","13069735349.8204","13134021305.9828","13464793443.8035","13337341814.853","13778909414.9833","14174428679.2691","14589780606.2903","15436805253.6215","16030026571.2791","16384368479.8409","17053721333.8428","17758877987.4107","18245264403.9349","18950997232.4066","19637781993.4895","20572340903.4069","21478860903.8836","22863392354.9894","24212263794.8157","22619885488.4286","24936256907.4958","26507635584.8178","26710231129.2596","26868537074.3492","27803442543.1838","28290982664.69","28827117989.1373","29803139164.0244","30741085460.9571","31991444673.029","30317766626.0545","32676853491.314","32164881465.1918","32434046361.3577","33810537179.2608","",
"Monaco","MCO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1102079671.93907","","","","","","","","","","",
"Moldova","MDA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1406877757.09775","1383558497.69973","1202331676.71663","1005848816.12352","946083266.577127","1094487714.86531","1155878252.62143","1192405723.63063","1405527057.85139","1519555351.85503","1559365038.87802","1500235901.15565","1483194472.45327","1509891986.46543","1209876443.22933","1280318973.77444","1376201339.37527","1389768347.32889","1474769671.82516","1606195268.21382","1645905526.3511","1650483102.37679","1717799827.03168","1890804653.40576","1993870879.54789","2009270171.99853","2005406298.86322","1798948581.1151","1640791445.64052","1694477044.50015","",
"Madagascar","MDG","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350717694.96512","1157190780.55764","1186270769.31093","1219850205.97551","1240671115.98409","1334799287.23109","1449722510.54209","1119712843.89515","1232737465.74976","1289814135.24309","1329316250.20773","1374737607.34658","1441356389.74845","1668593047.15942","1478648173.00514","1515217864.43909","1542317030.49434","1644826238.70951","1886413960.96413","1991190539.19216","2145812601.20797","2258376546.68255","2397616753.44561","2498231255.19621","2701285085.24351","2118998645.52825","2536958022.15781","2706072288.60192","2756911953.83691","2854972740.56175","",
"Maldives","MDV","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77226426.4345556","76677389.1687693","94459444.641207","114168333.301326","128848166.757185","124006146.43341","138153473.102621","145504676.635232","168621317.904258","214172181.042296","246739020.838515","277659941.173194","324077974.20995","356270386.313241","261046177.016303","280028232.966334","324658190.225212","335339313.970731","311671660.430959","366888052.474867","442816210.040321","484986842.110075","549356381.740187","645196248.715523","662155647.3764","436478434.626993","416327541.982577","498128715.99092","514177154.301712","518419220.151534","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","770259279461.629","786497822228.884","840462008513.66","845227929833.705","841375232762.974","882546359644.721","951452894522.375","996277267919.529","1049167555545.62","1081998515124.25","1135671978687.76","1110142093874.96","1175370043338","1216215474462.39","1246877654527.8","1241946768506.02","1260666804681.72","1289903048676.86","1358262167904.26","1368924430963.02","1396872054364.99","1391753963779.55","1335333384348.24","1396495806325.2","1511133946513.52","1506072334207.92","1502393056977.78","",
"Mexico","MEX","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","72166773899.8068","78451686914.2486","84258885447.3117","90963380911.5146","97950927258.1698","104628889393.223","105984913542.539","115974811345.985","127729574454.744","135365047841.039","141557888065.273","148389742637.042","150652316739.102","166241512740.009","184417647501.357","198925137326.678","221464076054.403","218907001804.353","196888106632.29","205741201545.449","213076038545.979","198113939253.125","204801449476.51","208329193306.132","216537279973.499","230348038143.265","237033004231.309","246456182406.728","247738627128.547","259040461022.432","233742316147.591","258567406710.618","280927039480.012","300653300888.562","306101688214.378","321567493301.518","314062897477.701","308810894053.816","312191360075.238","324115222439.745","331486467608.103","348229015460.57","352214441578.021","349256348306.02","320979437735.247","336067406819.363","346639600360.941","359005239224.221","357113887386.246","367493529901.435","374183090870.44","375251938413.628","377601474863.481","378226707730.933","371641649204.531","338795816288.971","360411192926.56","377546395902.95","390739572602.839","391769820285.01","",
"Marshall Islands","MHL","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16655400","20416400","21549900","21483200","22858800","25051200","22382600","24787400","22397800","29133700","29477400","25023000","27876800","30054400","29219400","22001200","24601000","24063500","20756000","20073200","20152100","21798000","24980700","23659800","23626322.8654861","25902401.6857147","27402052.1640778","28561855.0777435","",
"Middle income","MIC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","438027198860.83","442862688869.987","466081715963.698","493605228968.632","539073720337.557","580881044697.621","624818407531.97","650085598000.641","702378233187.022","779757786050.861","850800985922.737","914652234468.124","990427095377.613","1084824145499.98","1137828979135.98","1169638950813.19","1267299638134.08","1310150860416.38","1343299386052.76","1399779759910.49","1434013833185.33","1459012468642.15","1493984309773.7","1482272846745.52","1549561739276.43","1618052320292.06","1688275716496.14","1778338787493.43","1850353974030.49","1909295037821.75","1999136194006.34","2053512527871.06","2141272356943.8","2259382383982.8","2406809438567.26","2533009819145.72","2722804811039.64","2908759981929.45","2991085110030.21","3092583111912.62","3294002931206.97","3398116142977.9","3577523170031.09","3837401921447.55","4168093757826.66","4491287260863.4","4904982013793.03","5359391001438.9","5671713084495.9","5882019131486.79","6434317347563.83","6887846024217.91","7284682496579.04","7675351767202.15","8064159203549.45","8418059347891.85","8825621589031.26","9265072705875.23","9671978576153.19","9945835960514.18","9877489835597.09","10641139743421.5","10935264834297.3","11392471196330.6","11884340454674.9","",
"North Macedonia","MKD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1665715364.58989","1411506683.10287","1220781853.29774","1064006169.96669","973573213.861961","1090488405.77265","1103411302.86367","1138083046.59942","1174544348.61732","1228482404.07576","1268929476.47946","1252185013.91894","1279428034.86423","1406489186.87789","1445970320.8976","1547972017.75493","1655515726.04445","1485673816.6144","1564183927.76029","1637240297.81417","1766083710.16846","2077425010.71499","1958079609.21096","2079107448.72226","2275284696.0819","2407652905.73909","2337617395.46199","2372590607.52458","2395044081.38993","2451041107.72371","2302349490.50019","2309246318.80722","2271701313.1425","2362928345.19671","2490999335.06219","",
"Mali","MLI","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","536465873.698027","541518147.902194","488068797.660827","551313862.969435","632873229.555189","692447219.000049","707612442.849972","628446911.311965","642510701.897216","796245583.448471","838603785.746254","890608013.840631","887277972.482708","997489822.286688","960076697.164055","1035129351.99667","1017567135.482","1235793179.64546","1295844765.14483","1343284602.80293","1889613551.02914","2208458935.214","2505232156.69782","2671508722.54204","2797197686.61441","4054593180.83053","4451678117.21975","4652066242.4643","3912177351.39228","3737965448.93839","3700474513.99323","3863842515.03491","3346760110.5211","3578308721.00758","3452692603.47223","3483703057.58057","3578663966.15177","3829339293.0762","4178060310.00297","4375477968.55867","4362980300.5304","4489367008.05913","4359709613.44434","4503195610.21502","4458162163.73828","",
"Malta","MLT","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1412280014.26951","1255479525.25186","1358307953.44072","1429687889.47131","1326196463.65742","1278013065.09679","1232759855.22156","1240743002.10193","1377752584.66222","1240183336.71705","1340729684.16732","1259636259.66129","1238072367.26868","1313509681.35414","1295420624.4041","1371035724.52101","1426396367.54868","1486488928.16056","1623534491.90156","1735672983.97805","1632281674.48384","1719288308.40679","1701286231.98768","1848211689.93482","1950792699.29079","",
"Myanmar","MMR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1684478155.40838","2051899219.39239","2769731635.78224","3344804073.39456","4060348920.60039","4870118472.15602","6303019257.53357","7488257973.28313","8814797273.81298","10430690794.1511","14256735133.9526","15714512322.4292","16972162163.7284","18908171990.4939","18966991486.8982","20545930390.0945","25020389822.5727","27440642426.5933","29064606347.9842","31377819836.0663","27678603846.7104","25404937181.7986","27442173951.8755","27448680144.9319","27397759814.937","",
