"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Singapore","SGP","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","1107208980.08251","1231732210.359","1354413513.52284","1564422780.21538","1686715045.39903","1871287238.43762","2071318890.10727","2377662877.25728","2823672621.63736","3348413631.79816","4050920798.469","4722388007.59347","5541339610.65639","6036014842.57236","6288437946.65055","6460924021.82098","7185186183.56152","7650330197.68843","8194609723.39192","9180664483.60664","10091821592.8018","11163518978.1948","11737021759.1129","12972364259.848","14251178310.098","12845191383.3031","12648787566.4885","13908209871.0025","15728943773.0935","17012778116.0614","18565418382.8017","19933532776.8989","20923957230.9203","22883610641.3544","26162703107.6682","28650451875.6933","30473061589.6569","32438621933.7006","32525055552.5249","34790249231.7204","38657173385.7036","35228116378.4482","36936347535.1408","37523002636.6992","41645671339.9887","45085844161.9843","50188736311.8942","53779170658.0838","53354420380.7757","53638976306.0753","66553324386.7401","71053393413.7072","72593566890.3315","73924024875.8933","76735181350.3537","74806757223.6467","76777044351.0992","81987668321.4227","86598709217.5368","85697490735.1845","85548721473.6421","98806583019.6571","102675401669.303","99926236575.5642","104109868601.458","",
"Solomon Islands","SLB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148668314.86691","142625641.071944","137653896.810453","153080321.057409","166807632.25049","185355119.527059","184845736.741185","209281422.942554","265267630.186709","262811434.027971","243991736.214979","211959873.538224","203408833.010506","213561817.258451","233755853.61865","236833926.338111","245107769.137202","235704304.913664","242909891.110052","247994022.743366","279056115.355083","302303760.509674","",
"Sierra Leone","SLE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","305019044.647706","336165073.025184","332467257.149941","317238617.190796","307185398.110024","332417657.208762","366545704.115304","371770743.64584","360741959.743084","357087730.386478","360841158.186134","358046764.773348","335145910.170112","299959640.508795","273884106.126785","279869739.978896","296536920.723549","274393567.372229","265758625.080797","260207900.715527","274865753.458023","248433737.400169","273028203.807618","267978870.496265","276462748.935042","302259108.232447","590567048.819147","621999318.584584","752304933.440645","707110557.396816","705239890.15552","589063962.21843","621698805.791251","575134780.737477","540028085.571951","460528704.152022","483910954.96476","431650898.338252","566367113.237005","710532370.616319","791316317.576778","798659663.262869","845509089.593016","855151161.135486","837448719.025317","779192955.155937","873985350.503884","1012952650.17748","1388661261.19073","2004939434.50677","1456825879.10448","1129776280.53586","1325092132.08019","1318052965.20969","1281040751.09649","1395917503.67699","1315244846.89355","1419984302.37737","1560927541.69871","1785601967.53024","1842492999.07823","",
"El Salvador","SLV","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","2516351314.25484","2844082472.06678","3018018463.58595","3083955073.52136","3154618603.91412","3269811193.74202","3418674045.57088","3670466515.61012","3804155739.13751","3955416154.2984","4015495787.06158","4329628523.5274","4809373987.5462","4998483867.48367","4534494631.90911","3606824901.56547","3105055184.79309","2913102071.04946","2930228372.55931","2891694000.31553","2891043195.95168","2936702050.99204","3060354833.46195","3183904789.36657","3270907148.34634","3340968033.7155","2940267907.22","3069609908.38519","3374682967.30701","3623537134.81031","3793458751.24883","3915455728.27325","4124067538.84993","4401825550.84411","4448194949.75153","4444131766.03137","4630612697.79641","4772474161.65759","4861556233.118","4730771774.92623","4806428938.85051","5019573334.81447","5135342499.40714","5414646320.19092","5094976438.06485","5240490458.46869","5571723427.17834","5685180034.02303","5728962759.69961","5835115444.83378","5927280000","6005803710.94945","6140978980.92855","6232249409.31512","6505617900.17801","5760486338.07175","6317877387.4166","6427629414.35282","6667873814.09488","6691372689.00875","",
"San Marino","SMR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454551357.23175","475067234.687532","472655478.687367","535353819.860067","524713152.188856","501608842.426038","587694049.231589","650722872.574894","621538814.702239","","",
"Somalia, Fed. Rep.","SOM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5985632338.45775","6532295820.62913","7188489991.30413","7587788098.81979","6339595897.24632","7204842942.08348","7403396654.39676","8188441479.92394","8467736292.3102","9165141740.88766","9676870709.2563","10047333302.8954","10619867710.9053","10882126302.8493","9638529551.52299","9672801904.52283","10142070685.9522","10162263721.2793","11094300026.7093","10518267530.6525","11001610354.795","11203356633.1308","11491646223.6331","11771163251.0776","12359030400.5131","12096733646.3024","13150884580.6448","13313747321.0668","13777804307.8172","14343851710.3028","",
"Sub-Saharan Africa (excluding high income)","SSA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","221621316483.417","210052432118.465","196920656020.603","206549578646.69","210063540059.324","207710114785.385","211434842166.372","220978001242.744","223971997951.186","234458489888.91","227001531003.756","226916451145.278","219024028147.362","217458530401.079","217359666175.128","226167554651.911","231368214220.93","232434469399.417","230680271977.222","242672469030.616","249915130986.946","257662204091.023","271290711662.951","283984489877.503","299513544765.641","310857901771.369","323316489425.543","327426264993.925","325917107673.168","342410106229.363","361370925594.119","368356328624.024","379899671577.69","394650686599.817","396227981670.376","388549150802.875","400781262876.523","412213557514.98","421944472827.479","384941050957.598","389633198406.428","406228043338.867","417579525194.244","431353341434.228","",
"South Sudan","SSD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11206452375.1994","12568508929.0234","12697861531.8801","12284914650.4116","5882555123.17349","2891565609.13482","6280811960.28614","3970616419.73253","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","222512725239.504","211093771030.566","198115202592.345","207803226501.73","211462428425.676","209196793044.7","213021597286.997","222466879888.86","225430506404.067","235810531553.002","228058794027.903","227682830765.369","220131406695.041","218676220108.165","218732189192.389","227627539182.829","232918433087.701","234095722765.403","232434474218.725","244542969608.011","251877703423.173","259808690965.148","273537963455.432","286502733274.056","302300159008.606","313944603317.059","326687158206.368","331123778810.563","329933127826.81","346839334373.081","366481833577.038","374411257106.595","387299839825.709","403284912587.319","406552254234.771","401316271178.973","416123638194.586","429498716890.408","441374821078.616","406237534309.612","412429898823.918","430153498105.508","443194968361.374","459318078346.591","",
"Small states","SST","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","27460308050.1836","26870995308.2182","26307107980.4557","26560366351.428","27173917710.8051","26973202796.9821","27683078901.6497","28364372830.1922","27826084804.2074","27280042949.3188","28019495693.6669","28227991202.2417","29140121408.5697","30590738516.1943","30753374459.8609","31712020510.9831","33849094971.588","34624561608.5003","36049227579.6551","38904728221.5087","40295299981.2227","42221537574.9219","46237659612.1811","47105245324.775","47127167864.6728","43330032960.4255","44026561396.342","44635273064.7856","43942439320.8992","43850478492.9298","43770751812.863","44241488064.9471","44909671634.4253","45985562703.7636","47091724866.913","48417657443.3759","48003409143.4772","50202340849.6253","54121345185.9882","57669047697.9974","66282170730.2849","",
"Sao Tome and Principe","STP","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20389832.3069268","23840409.8616666","22725205.1224056","20372853.4995395","23001950.7043226","27189464.2608517","29231367.8653171","30366552.1196444","31136009.1769414","33307231.4685651","34702792.0900058","36032686.8312757","34939767.6627463","33552164.82356","35763568.2449399","35151329.3679307","36311322.6227543","",
"Suriname","SUR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","1055078419.40698","1179002581.46316","1300708553.39429","1283434735.6649","1199610717.69652","866108289.745533","900951726.638856","768214823.979042","683595048.624873","706824006.553755","741667443.447079","803058260.872365","660366090.695991","794762204.511005","814672739.836806","819650373.595086","830917060.398336","823405939.179909","733272543.095362","752989214.342516","747355917.33113","793361483.57449","775522577.997798","832794855.337088","779278109.338721","872228168.563106","978322675.285593","966117095.988576","1014000457.17069","1157650540.71702","1275950568.19994","1307977599.2217","1360333125.82116","1470507368.73099","1337569859.74928","1431354533.52639","1512847052.40517","1351227819.39241","1427257148.56028","1389925386.34874","1397408058.78946","1219532368.82611","1461035564.77702","1513579462.08981","1439834493.67468","1188378030.40214","1058451116.24867","1084952879.51679","1107401233.26586","1132663454.9299","",
"Slovak Republic","SVK","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8165304384.53504","9731734354.97795","9724866131.51617","10737920555.8073","9997009066.8561","10546899785.4874","11141955676.4753","12244543052.6694","13629261864.0646","15711566820.3017","16673515797.0825","19485147952.5161","21535337260.5466","22882766408.9269","19975169936.9099","21944327464.4959","22634557309.1684","23065637503.3597","21759674789.6536","24752614386.3645","26692829768.6156","26400727910.4684","26793139574.7324","28543359549.4585","29423418092.328","27031968764.1045","27138727007.5437","26299736202.9434","26184041937.8105","26817341551.221","",
"Slovenia","SVN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7267681468.63884","7665842156.45013","8176632175.05028","8291361102.21803","8757443997.31888","9193457710.62688","9349834802.74092","9654973322.52168","10210202858.6343","10680768418.4474","11068568629.4168","12092199607.362","13367085105.9296","13716198799.2378","11787944293.1109","11752538857.549","11696552088.8183","11269968048.9197","11060802767.1428","11648067807.2994","11799435484.5769","12219876221.8213","13133678741.1244","13759768861.7259","14637097636.9822","14309474925.6519","15472741226.7011","15391063225.5036","16322189265.962","16727063373.5298","",
"Sweden","SWE","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","55091315081.5534","53276901654.2491","53607675136.1151","55508403599.0787","60571581707.763","62284304122.0353","63316437006.8789","64787653742.7811","66138981347.2244","66615418217.1353","65480005708.2133","63724497319.998","60986318297.6092","58748588231.3633","63978716728.754","70292810796.5917","72131162173.5111","75227038428.514","79740871630.8417","84954860081.0251","90811114809.747","91966204188.2211","95833897500.6804","96885152575.4538","102834266375.775","105321017249.172","111199437642.726","117007272229.826","111076558083.32","96144539609.265","108526215423.926","113320347446.089","110168196226.489","105228588578.831","105035338413.602","111728723590.813","111645548547.537","114671807398.919","116912476352.561","119211249476.149","117685261812.85","125742265778.454","128875048941.404","123868513897.993","122530719185.132","",
"Eswatini","SWZ","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","110741337.818734","124463224.149379","133137454.786468","135649916.778857","129067501.851322","131102478.318895","169232686.495877","202883691.219409","200200701.531027","199328521.757556","220784204.005211","224796250.90327","218690962.578835","216038810.248012","210953168.672693","282351322.37023","438692059.216797","532004397.715972","576145288.43469","685952841.55517","690803062.951874","726128617.273534","735095654.762042","765306819.73214","799323771.766262","812668990.35642","863411116.511114","885967557.077885","891676997.337219","908991642.166081","915128935.855875","975134310.465592","994990351.440448","1008306182.46465","1037229688.88817","1157877416.55003","1244974219.69765","1198877744.42811","1169946130.44997","1274838661.37558","1290970296.18401","1341770057.06441","1401206505.23607","1424415472.01225","1444706518.75446","1520757891.25775","1551854716.00483","1517323257.15937","1607463876.89669","1441242152.32026","1659854220.39719","1649414040.26067","1641041307.41283","1760344578.62182","",
"Sint Maarten (Dutch part)","SXM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107209916.738256","98791396.6480447","89429908.2945642","82018382.6754425","85209678.1171062","94378103.7191592","80441809.6702315","80814157.3815306","","","","",
"Seychelles","SYC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","34299133.8595694","43685763.9280988","45270341.4840984","48479254.0915631","42589184.5295686","43062865.1285249","48602792.2458187","59106434.195688","58617209.6173107","53960784.3234959","58970038.8725076","62928703.7375777","70645171.0449081","82989208.4977316","79096324.2963552","90100310.8571443","91147939.950665","113258677.139756","140174859.18104","170226111.147676","185389434.357754","172227285.084375","199464661.759126","197847290.294526","208977624.082675","184874261.679837","191042796.611904","222392985.287948","238415030.823423","239856977.525265","230581737.316801","211495426.533079","212288587.950091","259362879.502597","247644029.271415","189622935.835946","192455088.421698","203444716.715769","218025940.199799","208466059.945601","221293470.482886","221994838.348522","233620301.198626","202349134.737247","218247503.227592","249738576.789801","233756059.610898","",
"Syrian Arab Republic","SYR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8568851586.45381","8640748610.00344","8355377980.35093","8190916026.5215","9321225935.30356","9296691680.13419","9566852777.32365","9897425568.8757","9992605970.15849","10319426129.4019","11579457714.1258","10434421566.4356","5569645500.87094","2340476486.95973","2577041000.55898","2550937098.8962","2173797551.87784","2666813835.94179","3030193731.16179","2877018103.29093","2758952330.73197","2629799235.44293","2277762524.24676","","","",
"Turks and Caicos Islands","TCA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185907620.487055","188697455.000311","124797487.94818","91850078.4977267","73058906.8656964","69694096.5183632","74373401.4574294","78877070.6915523","89051000","94253514.4601076","193241797.766105","221016273.506758","213839243.96371","183382163.929661","211456144.767164","252040934.187307","270209061.266012","294655702.597214","",
"Chad","TCD","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3489652737.23767","3448730939.07973","3477532096.53637","3657153342.82815","3558804714.80938","3954909720.37308","4350028671.56713","5080205768.32631","5227501389.57093","5232956957.93074","4938367249.1203","3728114360.76082","4187134488.95588","4511476678.07498","4837331671.49451","4741788193.89849","4576306422.4768","4689533698.55121","4944512152.80842","4973393510.43913","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","68298504508.1088","54261633463.4911","52263383118.5914","55629079072.3241","62399949232.5467","70662841245.5091","79963253144.3919","75485845239.5335","76186788401.4221","92663911578.5572","113503325938.308","125883371634.612","136507046120.442","149746385630.448","156531898018.662","172588625178.501","181303297854.681","202594491160.21","224007919676.004","244282098650.376","271053226534.209","282208713358.88","291264315147.919","312052956953.067","341517702586.643","367665276452.969","398021409893.406","437466961378.516","487337168790.275","509907582090.821","534432304016.388","594528808290.898","683017678842.042","786024275080.017","904123372736.133","1020150794914.95","1134778035419.08","1226994428035.72","1255797970553.63","1342737588040.92","1458281736043.32","1555256231759.81","1689508139957.87","1873614644741.97","2056774226084.93","2269819235748.37","2529994279294.71","2852608756991.52","3092807286842.79","3352904763319.98","3733679741443.85","4083905743222.24","4410230664911.11","4735817163326.13","5053756466497.6","5343844310543.31","5659472357782.66","5982330898535.67","6320502949419.87","6603084147078.85","6679963946011.03","7187691107223.01","7377022664296.59","7685097990269.3","8089216063522.59","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","948927838199.948","889353588076.715","727911577567.205","645708649930.034","526119126281.225","508465782725.728","502620813467.967","514639391280.847","506009471594.787","524084013148.552","567698973797.232","582015749649.357","607918364010.792","660582010596.094","728012139526.115","771054053327.791","834860467697.389","893064571164.237","917835410755.306","853450148701.947","910044342544.693","985071257013.997","1003044770842.29","1025275026407.12","1049373564276.36","1065835961330.32","1092027213989.14","1136583194877.58","1172720601721.98","1188079024731.09","1166446678851.14","1246986887000.93","1252132374938.94","1292724015071.65","1328032801492.37","",
"Togo","TGO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","220381546.29412","266693548.02374","313006777.598168","314603393.886795","336960207.837259","314603393.886795","322587786.984677","376885549.018661","415212878.902627","450345608.569365","461524880.632247","501006803.988671","576362207.359346","578122486.117588","576089343.64309","667533894.490013","563998014.218433","580345796.589311","542200989.744784","491795388.259077","562635703.811289","553099474.408238","563998014.218433","643611656.71417","686814321.6077","656301612.196156","702782382.397009","648740772.040459","458154369.861917","578802246.512814","698916141.24812","735432971.698505","752321571.262351","683881620.802397","702954024.158517","732924967.878396","740622979.647571","799534703.714127","827182194.194057","796188522.152321","836540800.554248","902629142.14473","851300924.195379","833445587.503415","855820549.059115","931036673.285237","1011143457.5958","980460558.462301","1199264931.77237","1322461452.19068","1316068343.42442","1278369305.22437","1298710034.24227","1406136842.73888","1387019184.04037","1463805229.34424","1562927208.85434","1650333018.83625","1757937663.61835","1999480380.15177","",
"Thailand","THA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66015040611.6847","72370241971.1991","80051059121.0709","85460334914.4179","81779462042.2868","72476044523.6778","77371962709.4575","79398146350.1548","81308121502.7926","88132931706.9241","96135663060.3988","103104448444.948","108533246947.934","114306829000.856","121871708547.508","124751416123.027","122369739977.092","135154385073.982","129522681070.114","138942417748.481","141133215803.939","140978680338.804","145185677632.176","149112523033.287","151681100871.321","156064077865.675","156111949108.049","147950816846.623","153341935443.328","153882931896.634","151144927712.637","152496405043.674","",
"Tajikistan","TJK","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","1971936196.62693","2050813542.1569","2097982353.40324","2408483711.00639","2463878843.89254","2495909165.24884","2312665214.17172","1652868963.7989","1486586915.31297","1100302143.71611","950980292.236181","742380543.183067","728615902.16428","781606444.195488","823844835.051298","895858621.50897","1024134262.39396","1107529134.56616","1217058404.354","1394399040.82129","1535134834.31824","1618871534.18911","1780230411.02157","1720927640.33102","1604260212.25516","1761237156.46805","1864389953.88769","2027329481.79579","2115302286.75242","2239037517.72718","2499644254.68476","2904712920.25297","3498753318.36555","4082752510.06314","4494015434.64832","5248085774.46547","5973332577.34937","6526432392.8043","7171363473.31393","","",
"Turkmenistan","TKM","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19436857142.8571","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","304177920032.567","325074691700.185","341912108890.62","371743834639.986","403817484793.441","432249560069.027","460187382379.638","499370236718.758","545841627756.222","583097474020.765","594658004804.985","633055480834.327","657138902991.649","689465627057.328","742802107880.112","787712954815.087","781437214057.471","767636075779.633","726318261158.966","758508223722.124","782899599219.25","813759558419.047","836592624301.59","833378394718.333","847076186614.758","836230621528.073","861458176256.268","878214635976.603","913572508069.018","963737299221.899","946524077555.436","992730532885.667","1055465000315.77","1081210965203.15","1067799713715.83","1105900135998.47","1091377646964.98","1090907849694.1","1119171847229.38","1188191689455.03","1226367532845.38","1283848403855.35","1335763721899.14","1365442643948.36","1297199561630.07","1382812837777.33","1441222197099.6","1464283483077.07","1493162371744.69","1504242236057.01","1497763833926.39","1478780895690.27","1487223045481.14","1495704508778.13","1478227238260.06","1366538431216.07","1476860924893.39","1531974668545.21","1563636665867.28","1581009987175.08","",
"Timor-Leste","TLS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","247918362.696569","239469075.841925","185777967.395325","153829691.661515","55066991.5750766","50889421.7254841","44213877.360995","64096852.4280829","127661389.383911","197297352.401398","212858585.697227","236353948.327045","190188932.762857","268270883.981328","239058850.938072","292146983.261438","314436119.409804","231108679.834394","243327949.063092","592487627.898066","1292865029.56837","1365941911.41316","757975301.357809","326327896.971924","115484022.581958","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","130890812980.741","150460509347.06","167883259030.967","190368323700.608","211335892848.854","236367968349.589","240737465967.388","227029739723.765","269302877694.398","254181689579.315","219305298397.643","195629033948.543","142818514365.25","144373855132.249","192552938011","200384745328.404","187581298130.23","192685293164.808","193807351066.651","209443224446.753","211613408672.784","218217943025.659","274289301183.107","260633207010.934","272412239612.272","276817494031.503","278457200014.59","289402654533.624","310541687649.809","332629202664.118","354996211064.41","379393127975.36","404035286868.775","413012014787.536","421546793558.951","426529568081.423","460538152573.194","480188445335.427","503860403617.325","530920488071.622","554207670780.766","550380085010.68","579526613513.041","556819556889.491","558445504818.152","541342667305.882","547613032035.586","543806390330.6","587536982236.405","611810397165.011","618560710482.67","618059753355.469","595963835202.577","623406910965.255","658676364640.594","671146977600.846","671462810947.557","",
"Tonga","TON","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","27181071.2980591","23950498.5249008","28956385.2224454","36979754.2889387","43373604.9747583","46894510.4274431","41934285.959372","43273651.4330761","55103165.0759994","56282592.8981749","54693163.7977082","53827558.9358382","49276976.2009444","50046402.7448289","53923737.253824","54480552.786984","48988510.7609343","49140331.1299461","51985092.2884978","57947921.4028762","63501192.095392","67464140.6558778","58579208.8783899","64259289.5053266","67237891.6441683","62856344.7457026","64130219.5918764","67346420.8593302","66653360.6236827","67042729.8995505","63666321.2297984","58649921.1111284","55616577.2580219","58629581.2998649","65394903.8566643","68081868.2572158","71292243.8009497","74012354.5605973","63337318.5048907","68375857.6168004","68023009.6648262","76492410.6594039","83854894.9196953","71513255.4588325","77009579.3901057","75130400.2756558","83977828.0733768","90214004.047947","84519277.8053569","","",
"South Asia (IDA & IBRD)","TSA","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","30577223534.7263","32443128514.3414","35152197307.3205","38229140982.1506","41538927241.6941","43484793802.5034","44792629798.4246","45713250648.7726","48571266133.5055","52129218892.4608","52552819936.1848","52820204355.7501","52850914893.5527","54625707770.3584","55923662714.6222","59083577068.3921","63709802759.951","68144850413.6542","72834387991.7581","72125871610.4276","75660324430.8631","81579358346.0823","83298638698.6531","89108016480.2667","93049609453.2244","97455123533.9814","103517384836.024","109447836562.895","119111379096.253","128316848445.588","137946928732.452","139401844058.834","144412070315.668","152461413279.005","166204627450.948","183826700016.856","194922397115.328","203900409575.151","213011670679.68","225343095353.976","238662400269.987","245119762680.482","261878659871.625","279988139604.241","306064783851.44","334670386556.398","377299832164.943","407810313522.537","425220430860.807","461121414180.282","497284877518.853","518613574971.159","538875284198.105","561392928456.677","601886646514.986","657259588843.788","709319064379.144","754563939311.363","795966976778.844","793432578513.351","791170993309.871","884333408117.615","907937175784.542","998303027430.155","1055501322017.13","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","222512725239.503","211093771030.565","198115202592.345","207803226501.73","211462428425.676","209196793044.7","213021597286.997","222466879888.859","225430506404.067","235810531553.002","228058794027.902","227682830765.369","220131406695.04","218676220108.165","218732189192.389","227627539182.829","232918433087.7","234095722765.403","232434474218.725","244542969608.011","251877703423.173","259808690965.148","273537963455.432","286502733274.056","302300159008.606","313944603317.059","326687158206.368","331123778810.563","329933127826.81","346839334373.08","366481833577.038","374411257106.595","387299839825.709","403284912587.319","406552254234.771","401316271178.973","416123638194.586","429498716890.408","441374821078.616","406237534309.612","412429898823.919","430153498105.508","443194968361.374","459318078346.591","",
"Trinidad and Tobago","TTO","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","3903927877.63825","3705973666.50421","3525891067.88475","3236114279.58783","3488651404.32726","3453220600.20426","3508454642.12273","3610760204.51352","3510662758.67369","3300286611.54568","3566256818.97654","3321041388.59463","3567613196.71377","3634257530.30514","4004329360.8104","4510218603.71582","4979869550.84556","5322777856.10533","5793101682.05947","7329959340.36496","7919704445.14504","8708995250.09171","10227682602.3317","10672698721.9162","10783901774.7939","10573384798.6409","10375368735.7079","10008090748.7349","9708797733.02646","9836467720.06791","9725912373.79159","9656650722.97012","8907333752.68943","8739626638.106","8523260392.84464","8257022853.79179","7296342127.55545","7260288162.77775","7436411839.9945","7064870778.46331","7206402808.17945","",
"Tunisia","TUN","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12211526514.6346","11582391180.8597","11706372797.5634","11646421160.5389","11633523401.8933","11397744217.1669","11262445199.5963","11229104748.3939","11320561582.4262","11217736368.2439","10056224380.1775","11044253867.5684","11123475673.6365","11026869932.0026","10784310502.6127","",
"Turkiye","TUR","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","19205210731.3142","20994232445.3694","21771502576.4591","23110184232.8126","25529313022.8571","28373843396.457","30021773342.9964","32205661484.7001","35364014773.2723","37259254418.9285","36950391159.5079","35680905525.9676","35336397504.8349","38034953683.7602","38779837955.5098","42009493916.7051","46320133165.5427","49892575590.5595","55406569633.3138","61130566443.6232","61253724000.3598","64277721121.341","68513037499.7853","70163961344.9429","74369943484.6568","80424149394.0209","76438253661.0484","83123077974.298","88784996151.6904","96987991853.1996","98116580856.6944","93704378731.2598","100502438222.556","90273196464.2178","96344968806.9929","105396233212.648","120240045338.253","133138282265.869","150106964792.235","161304573735.163","160134646009.622","142632636572.652","158981754307.563","189730997194.333","198712552069.998","220299813980.082","231324253316.704","242011167940.988","253934410909.298","276687288457.805","278721361460.895","271928021154.344","275127632799.525","315192357216.99","314320953162.921","324179759250.257","330833208923.549","",
"Tuvalu","TUV","Industry (including construction), value added (constant 2015 US$)","NV.IND.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2582545.1321849","","","","","","","","","","",
